Município;AIS;Natureza;Data;Hora;Dia da Semana;Tipo de Arma;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Coreaú;AIS 14;HOMICIDIO DOLOSO;08/dez/21;11:00;Quarta;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Preta
Acaraú;AIS 17;HOMICIDIO DOLOSO;09/dez/21;07:00;Quinta;Arma de fogo;Masculino;32;Não Informada;Não Informada
Martinópole;AIS 14;HOMICIDIO DOLOSO;09/dez/21;08:00;Quinta;Arma de fogo;Masculino;45;Não Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;09/dez/21;11:00;Quinta;Arma de fogo;Masculino;37;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;09/dez/21;14:49;Quinta;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;09/dez/21;18:58;Quinta;Arma de fogo;Masculino;23;Não Informada;Não Informada
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;09/dez/21;20:00;Quinta;Arma de fogo;Masculino;28;Alfabetizado;Parda
Campos Sales;AIS 19;HOMICIDIO DOLOSO;09/dez/21;21:00;Quinta;Arma de fogo;Masculino;25;Ensino Médio Incompleto;Preta
Fortaleza;AIS 09;HOMICIDIO DOLOSO;10/dez/21;02:30;Sexta;Arma de fogo;Masculino;38;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;10/dez/21;11:08;Sexta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;10/dez/21;11:30;Sexta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;10/dez/21;13:00;Sexta;Arma de fogo;Masculino;28;Não Alfabetizado;Parda
Guaiúba;AIS 24;HOMICIDIO DOLOSO;10/dez/21;16:38;Sexta;Outros meios;Masculino;35;Ensino Fundamental Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;10/dez/21;18:00;Sexta;Arma de fogo;Masculino;87;Ensino Fundamental Completo;Parda
Barbalha;AIS 19;HOMICIDIO DOLOSO;10/dez/21;19:40;Sexta;Arma de fogo;Masculino;33;Ensino Fundamental Incompleto;Não Informada
Ipu;AIS 16;HOMICIDIO DOLOSO;10/dez/21;21:00;Sexta;Arma branca;Masculino;33;Alfabetizado;Não Informada
Assaré;AIS 19;HOMICIDIO DOLOSO;10/dez/21;22:20;Sexta;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;10/dez/21;22:20;Sexta;Arma de fogo;Masculino;42;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;11/dez/21;02:40;Sábado;Arma de fogo;Feminino;29;Ensino Fundamental Incompleto;Parda
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;11/dez/21;02:40;Sábado;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Parda
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;11/dez/21;02:40;Sábado;Arma de fogo;Feminino;49;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;11/dez/21;02:40;Sábado;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;11/dez/21;06:15;Sábado;Arma de fogo;Masculino;30;Ensino Médio Incompleto;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;11/dez/21;10:30;Sábado;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;11/dez/21;12:30;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Jaguaribe;AIS 18;HOMICIDIO DOLOSO;11/dez/21;19:50;Sábado;Arma de fogo;Masculino;26;Alfabetizado;Parda
Itarema;AIS 17;HOMICIDIO DOLOSO;11/dez/21;21:10;Sábado;Arma de fogo;Masculino;23;Ensino Médio Incompleto;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;12/dez/21;01:25;Domingo;Arma de fogo;Masculino;25;Não Informada;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;12/dez/21;01:30;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Parda
Pacajus;AIS 25;HOMICIDIO DOLOSO;12/dez/21;03:20;Domingo;Arma de fogo;Feminino;25;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;12/dez/21;04:40;Domingo;Arma de fogo;Masculino;30;Ensino Médio Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;12/dez/21;09:10;Domingo;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;12/dez/21;15:00;Domingo;Arma de fogo;Masculino;60;Ensino Fundamental Incompleto;Branca
Caucaia;AIS 11;HOMICIDIO DOLOSO;12/dez/21;17:40;Domingo;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;12/dez/21;19:00;Domingo;Arma de fogo;Masculino;41;Alfabetizado;Não Informada
Quixeré;AIS 18;HOMICIDIO DOLOSO;12/dez/21;21:00;Domingo;Arma de fogo;Masculino;23;Não Informada;Branca
Pacajus;AIS 25;HOMICIDIO DOLOSO;12/dez/21;22:00;Domingo;Arma de fogo;Masculino;23;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;12/dez/21;22:00;Domingo;Arma de fogo;Feminino;31;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;12/dez/21;23:15;Domingo;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Capistrano;AIS 15;HOMICIDIO DOLOSO;13/dez/21;00:10;Segunda;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Parda
Tamboril;AIS 16;HOMICIDIO DOLOSO;13/dez/21;02:00;Segunda;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;13/dez/21;05:40;Segunda;Arma de fogo;Masculino;30;Ensino Médio Completo;Parda
Aquiraz;AIS 13;HOMICIDIO DOLOSO;13/dez/21;06:30;Segunda;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Jaguaruana;AIS 18;HOMICIDIO DOLOSO;13/dez/21;13:30;Segunda;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;13/dez/21;16:40;Segunda;Arma de fogo;Masculino;29;Ensino Médio Incompleto;Não Informada
Barbalha;AIS 19;HOMICIDIO DOLOSO;13/dez/21;20:00;Segunda;Arma branca;Masculino;35;Não Alfabetizado;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;13/dez/21;22:30;Segunda;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;14/dez/21;06:00;Terça;Arma branca;Masculino;43;Alfabetizado;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;14/dez/21;10:00;Terça;Arma de fogo;Masculino;35;Alfabetizado;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;14/dez/21;11:20;Terça;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;14/dez/21;11:46;Terça;Arma de fogo;Masculino;38;Ensino Fundamental Incompleto;Não Informada
Jaguaribara;AIS 18;HOMICIDIO DOLOSO;14/dez/21;19:32;Terça;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Parambu;AIS 22;HOMICIDIO DOLOSO;14/dez/21;20:00;Terça;Arma de fogo;Masculino;54;Alfabetizado;Não Informada
Fortaleza;AIS 10;HOMICIDIO DOLOSO;14/dez/21;22:30;Terça;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Apuiarés;AIS 17;HOMICIDIO DOLOSO;15/dez/21;00:10;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;15/dez/21;13:30;Quarta;Arma de fogo;Masculino;50;Alfabetizado;Não Informada
Senador Pompeu;AIS 20;HOMICIDIO DOLOSO;15/dez/21;15:00;Quarta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Parda
Russas;AIS 18;HOMICIDIO DOLOSO;15/dez/21;18:30;Quarta;Arma de fogo;Masculino;22;Não Informada;Não Informada
Aracati;AIS 18;HOMICIDIO DOLOSO;15/dez/21;20:00;Quarta;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Não Informada
Coreaú;AIS 14;HOMICIDIO DOLOSO;15/dez/21;20:00;Quarta;Arma de fogo;Masculino;34;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;15/dez/21;23:15;Quarta;Arma de fogo;Masculino;16;Ensino Fundamental Completo;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;15/dez/21;23:30;Quarta;Arma de fogo;Masculino;49;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;16/dez/21;05:42;Quinta;Arma de fogo;Feminino;19;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;16/dez/21;08:40;Quinta;Arma de fogo;Feminino;39;Alfabetizado;Não Informada
Paraipaba;AIS 23;HOMICIDIO DOLOSO;16/dez/21;10:30;Quinta;Arma branca;Masculino;56;Alfabetizado;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;16/dez/21;19:30;Quinta;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Fortaleza;AIS 05;ROUBO SEGUIDO DE MORTE (LATROCINIO);16/dez/21;21:18;Quinta;Arma de fogo;Masculino;48;Alfabetizado;Não Informada
Fortaleza;AIS 02;ROUBO SEGUIDO DE MORTE (LATROCINIO);17/dez/21;04:44;Sexta;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;17/dez/21;05:30;Sexta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;17/dez/21;08:00;Sexta;Outros meios;Masculino;27;Ensino Médio Incompleto;Não Informada
Icó;AIS 21;HOMICIDIO DOLOSO;17/dez/21;11:30;Sexta;Arma branca;Masculino;60;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;17/dez/21;18:00;Sexta;Arma de fogo;Masculino;48;Alfabetizado;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;17/dez/21;19:00;Sexta;Arma de fogo;Masculino;52;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;17/dez/21;23:30;Sexta;Arma de fogo;Masculino;23;Ensino Médio Incompleto;Não Informada
Aracati;AIS 18;HOMICIDIO DOLOSO;17/dez/21;23:30;Sexta;Arma de fogo;Masculino;30;Não Informada;Não Informada
Quixeré;AIS 18;HOMICIDIO DOLOSO;18/dez/21;00:30;Sábado;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;18/dez/21;01:10;Sábado;Arma de fogo;Masculino;42;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;18/dez/21;02:45;Sábado;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;18/dez/21;02:45;Sábado;Arma de fogo;Feminino;18;Ensino Fundamental Incompleto;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;18/dez/21;07:30;Sábado;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Caridade;AIS 15;HOMICIDIO DOLOSO;18/dez/21;08:00;Sábado;Arma de fogo;Feminino;18;Alfabetizado;Parda
Caridade;AIS 15;HOMICIDIO DOLOSO;18/dez/21;08:00;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Caridade;AIS 15;HOMICIDIO DOLOSO;18/dez/21;08:00;Sábado;Arma de fogo;Masculino;31;Não Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;18/dez/21;08:30;Sábado;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Parda
Coreaú;AIS 14;HOMICIDIO DOLOSO;18/dez/21;18:30;Sábado;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Aracati;AIS 18;HOMICIDIO DOLOSO;18/dez/21;20:00;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;18/dez/21;21:00;Sábado;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;18/dez/21;22:30;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Parda
Itapipoca;AIS 17;HOMICIDIO DOLOSO;19/dez/21;00:10;Domingo;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;19/dez/21;05:30;Domingo;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;19/dez/21;07:20;Domingo;Arma de fogo;Masculino;26;Ensino Médio Incompleto;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;19/dez/21;11:00;Domingo;Outros meios;Masculino;46;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;19/dez/21;11:21;Domingo;Arma de fogo;Masculino;54;Ensino Fundamental Completo;Não Informada
Bela Cruz;AIS 17;HOMICIDIO DOLOSO;19/dez/21;15:30;Domingo;Arma de fogo;Masculino;39;Alfabetizado;Parda
Poranga;AIS 16;HOMICIDIO DOLOSO;19/dez/21;18:00;Domingo;Outros meios;Masculino;26;Ensino Médio Incompleto;Não Informada
Ipu;AIS 16;HOMICIDIO DOLOSO;19/dez/21;20:00;Domingo;Arma branca;Masculino;24;Não Informada;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;19/dez/21;21:15;Domingo;Arma de fogo;Masculino;19;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;19/dez/21;21:40;Domingo;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Parda
Russas;AIS 18;HOMICIDIO DOLOSO;19/dez/21;22:30;Domingo;Arma de fogo;Masculino;18;Ensino Médio Completo;Parda
Russas;AIS 18;HOMICIDIO DOLOSO;19/dez/21;22:30;Domingo;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;20/dez/21;00:25;Segunda;Arma branca;Masculino;39;Não Informada;Não Informada
Varjota;AIS 16;HOMICIDIO DOLOSO;20/dez/21;00:30;Segunda;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;20/dez/21;01:30;Segunda;Arma de fogo;Masculino;22;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;20/dez/21;02:21;Segunda;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;20/dez/21;06:17;Segunda;Outros meios;Masculino;38;Superior Completo;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;20/dez/21;06:20;Segunda;Arma de fogo;Masculino;44;Ensino Médio Completo;Parda
Farias Brito;AIS 19;FEMINICÍDIO;20/dez/21;09:00;Segunda;Arma branca;Feminino;39;Alfabetizado;Branca
Ubajara;AIS 14;HOMICIDIO DOLOSO;20/dez/21;10:00;Segunda;Arma de fogo;Masculino;33;Alfabetizado;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;20/dez/21;11:44;Segunda;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;20/dez/21;13:42;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Varjota;AIS 16;HOMICIDIO DOLOSO;20/dez/21;14:30;Segunda;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Redenção;AIS 15;HOMICIDIO DOLOSO;20/dez/21;15:30;Segunda;Outros meios;Masculino;26;Ensino Médio Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;20/dez/21;16:30;Segunda;Outros meios;Masculino;54;Não Informada;Não Informada
Marco;AIS 17;HOMICIDIO DOLOSO;20/dez/21;20:30;Segunda;Arma de fogo;Masculino;60;Não Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;20/dez/21;20:30;Segunda;Arma de fogo;Masculino;41;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;20/dez/21;21:12;Segunda;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Tianguá;AIS 14;HOMICIDIO DOLOSO;20/dez/21;21:30;Segunda;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;20/dez/21;23:00;Segunda;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Parda
Cedro;AIS 21;HOMICIDIO DOLOSO;21/dez/21;00:00;Terça;Arma de fogo;Masculino;24;Não Informada;Não Informada
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;21/dez/21;01:30;Terça;Arma de fogo;Masculino;29;Não Informada;Não Informada
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;21/dez/21;01:30;Terça;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Palmácia;AIS 15;HOMICIDIO DOLOSO;21/dez/21;02:00;Terça;Arma de fogo;Masculino;35;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;21/dez/21;11:06;Terça;Arma de fogo;Masculino;45;Não Informada;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;21/dez/21;16:00;Terça;Arma de fogo;Masculino;14;Ensino Fundamental Incompleto;Não Informada
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;21/dez/21;20:50;Terça;Arma de fogo;Feminino;20;Ensino Médio Completo;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;21/dez/21;22:44;Terça;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;22/dez/21;01:15;Quarta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;22/dez/21;05:20;Quarta;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Não Informada
Novo Oriente;AIS 16;HOMICIDIO DOLOSO;22/dez/21;06:00;Quarta;Arma branca;Masculino;50;Ensino Fundamental Incompleto;Não Informada
São Benedito;AIS 14;HOMICIDIO DOLOSO;22/dez/21;09:32;Quarta;Arma branca;Masculino;30;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;22/dez/21;12:00;Quarta;Arma de fogo;Masculino;44;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;22/dez/21;12:00;Quarta;Arma de fogo;Masculino;24;Não Informada;Não Informada
Quiterianópolis;AIS 22;HOMICIDIO DOLOSO;22/dez/21;12:00;Quarta;Arma de fogo;Masculino;33;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;22/dez/21;13:30;Quarta;Arma de fogo;Masculino;25;Alfabetizado;Branca
Crato;AIS 19;HOMICIDIO DOLOSO;22/dez/21;18:45;Quarta;Arma branca;Masculino;58;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;FEMINICÍDIO;22/dez/21;20:30;Quarta;Arma de fogo;Feminino;28;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;22/dez/21;21:30;Quarta;Arma de fogo;Masculino;14;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;23/dez/21;00:45;Quinta;Arma de fogo;Masculino;33;Alfabetizado;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;23/dez/21;05:30;Quinta;Arma de fogo;Masculino;47;Ensino Médio Completo;Não Informada
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;23/dez/21;08:30;Quinta;Arma de fogo;Masculino;36;Ensino Fundamental Incompleto;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;23/dez/21;11:50;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Parda
Pedra Branca;AIS 20;HOMICIDIO DOLOSO;23/dez/21;19:30;Quinta;Arma de fogo;Masculino;34;Ensino Médio Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;23/dez/21;23:00;Quinta;Arma de fogo;Masculino;31;Não Alfabetizado;Parda
Bela Cruz;AIS 17;HOMICIDIO DOLOSO;24/dez/21;03:07;Sexta;Arma de fogo;Masculino;24;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;24/dez/21;04:00;Sexta;Arma de fogo;Masculino;24;Não Informada;Parda
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;24/dez/21;06:50;Sexta;Arma de fogo;Masculino;31;Não Alfabetizado;Parda
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;24/dez/21;09:30;Sexta;Arma de fogo;Masculino;40;Ensino Fundamental Completo;Não Informada
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;24/dez/21;12:30;Sexta;Arma branca;Masculino;27;Alfabetizado;Branca
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;24/dez/21;12:30;Sexta;Arma de fogo;Masculino;29;Ensino Médio Incompleto;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;24/dez/21;12:30;Sexta;Arma de fogo;Masculino;64;Não Alfabetizado;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;24/dez/21;14:30;Sexta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;24/dez/21;14:40;Sexta;Arma de fogo;Masculino;34;Não Informada;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;24/dez/21;15:30;Sexta;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Não Informada
Campos Sales;AIS 19;HOMICIDIO DOLOSO;24/dez/21;16:30;Sexta;Arma de fogo;Masculino;35;Não Informada;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;24/dez/21;20:30;Sexta;Arma de fogo;Masculino;43;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;25/dez/21;02:06;Sábado;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;25/dez/21;02:06;Sábado;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;25/dez/21;02:06;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;25/dez/21;02:06;Sábado;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;25/dez/21;02:06;Sábado;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;25/dez/21;04:00;Sábado;Arma de fogo;Masculino;27;Alfabetizado;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;25/dez/21;05:30;Sábado;Arma de fogo;Masculino;82;Não Alfabetizado;Não Informada
Alto Santo;AIS 18;HOMICIDIO DOLOSO;25/dez/21;15:40;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;25/dez/21;16:30;Sábado;Arma de fogo;Masculino;26;Ensino Médio Incompleto;Não Informada
Cruz;AIS 17;HOMICIDIO DOLOSO;25/dez/21;18:00;Sábado;Arma branca;Masculino;55;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;25/dez/21;19:50;Sábado;Arma de fogo;Masculino;57;Superior Completo;Não Informada
Guaiúba;AIS 24;HOMICIDIO DOLOSO;25/dez/21;21:14;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;25/dez/21;22:30;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Parda
Tianguá;AIS 14;LESAO CORPORAL SEGUIDA DE MORTE;26/dez/21;05:00;Domingo;Outros meios;Masculino;16;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;26/dez/21;11:30;Domingo;Arma de fogo;Masculino;39;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;26/dez/21;14:14;Domingo;Arma de fogo;Feminino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;26/dez/21;14:59;Domingo;Arma de fogo;Masculino;23;Não Informada;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;26/dez/21;16:00;Domingo;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;26/dez/21;18:30;Domingo;Arma de fogo;Masculino;52;Alfabetizado;Não Informada
Tejuçuoca;AIS 17;HOMICIDIO DOLOSO;26/dez/21;20:40;Domingo;Arma branca;Masculino;34;Alfabetizado;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;26/dez/21;21:00;Domingo;Arma de fogo;Masculino;45;Ensino Fundamental Incompleto;Parda
Chorozinho;AIS 25;HOMICIDIO DOLOSO;26/dez/21;21:00;Domingo;Arma de fogo;Feminino;48;Alfabetizado;Não Informada
Fortaleza;AIS 09;ROUBO SEGUIDO DE MORTE (LATROCINIO);26/dez/21;21:37;Domingo;Arma de fogo;Masculino;25;Ensino Médio Completo;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;27/dez/21;05:30;Segunda;Arma de fogo;Feminino;18;Alfabetizado;Não Informada
Quixeré;AIS 18;HOMICIDIO DOLOSO;27/dez/21;07:00;Segunda;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Branca
Caucaia;AIS 11;HOMICIDIO DOLOSO;27/dez/21;11:40;Segunda;Arma de fogo;Feminino;Não Informada;Ensino Fundamental Incompleto;Branca
Chorozinho;AIS 25;HOMICIDIO DOLOSO;27/dez/21;13:50;Segunda;Arma de fogo;Masculino;48;Alfabetizado;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;27/dez/21;15:19;Segunda;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;27/dez/21;15:23;Segunda;Outros meios;Feminino;47;Ensino Médio Completo;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;27/dez/21;17:12;Segunda;Arma de fogo;Masculino;28;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;28/dez/21;17:00;Terça;Arma de fogo;Masculino;65;Ensino Fundamental Incompleto;Não Informada
